WKT,OBJECTID,CRZ,OZNACNIK1,OZNACNIK2,CRZ_OZNACN,"TARIF_NAZE,C,250"
POINT (16.4984000079637 50.0834000046332),1119,18879,2,2,1887902,Líšnice-dol.
POINT (16.5266000074606 50.072700004896),1120,18880,1,1,1888001,Líšnice-hor.
POINT (16.5266000074606 50.072700004896),1121,18880,2,2,1888002,Líšnice-hor.
POINT (16.5057000079723 50.0809000043597),1122,18881,1,1,1888101,Líšnice-pod Jednotou
POINT (16.5057000079723 50.0809000043597),1123,18881,2,2,1888102,Líšnice-pod Jednotou
POINT (16.5142000071982 50.0790000042905),1124,18882,1,1,1888201,Líšnice-stř.ZD
POINT (16.5142000071982 50.0790000042905),1125,18882,2,2,1888202,Líšnice-stř.ZD
POINT (16.5132000072708 50.0750000050646),1126,18883,1,1,1888301,Líšnice-u transformátoru
POINT (16.5132000072708 50.0750000050646),1127,18883,2,2,1888302,Líšnice-u transformátoru
POINT (16.5173000080971 50.0970000050763),1128,18884,1,1,1888401,"Líšnice,Zakopanka"
POINT (16.5173000080971 50.0970000050763),1129,18884,2,2,1888402,"Líšnice,Zakopanka"
POINT (16.5301000077185 50.0904000046192),1130,18885,1,1,1888501,"Líšnice,Zakopanka,u stožáru"
POINT (16.5301000077185 50.0904000046192),1131,18885,2,2,1888502,"Líšnice,Zakopanka,u stožáru"
POINT (16.6566000069785 49.8952000045993),1132,19510,1,1,1951001,Lubník-koupaliště
POINT (16.6566000069785 49.8952000045993),1133,19510,2,2,1951002,Lubník-koupaliště
POINT (16.661100007152 49.8889000041254),1134,19511,1,1,1951101,Lubník-ObÚ
POINT (16.661100007152 49.8889000041254),1135,19511,2,2,1951102,Lubník-ObÚ
POINT (16.6613000072307 49.8837000043826),1136,19512,1,1,1951201,Lubník-rozc.Žichlínek
POINT (16.6613000072307 49.8837000043826),1137,19512,2,2,1951202,Lubník-rozc.Žichlínek
POINT (16.4848000078229 50.0510000050271),1138,19721,1,1,1972101,Lukavice-dol.
POINT (16.4848000078229 50.0510000050271),1139,19721,2,2,1972102,Lukavice-dol.
POINT (16.3011051615617 50.213183041172),1140,19710,1,1,1971001,Lukavice-horní
POINT (16.3011369666083 50.2133285676969),1141,19710,2,2,1971002,Lukavice-horní
POINT (16.4809000076131 50.0695000049032),1142,19722,1,1,1972201,Lukavice-kaple
POINT (16.4809000076131 50.0695000049032),1143,19722,2,2,1972202,Lukavice-kaple
POINT (16.4820111164053 50.0623882008481),1144,19723,1,1,1972301,Lukavice-ObÚ
POINT (16.4817972016735 50.0622827766161),1145,19723,2,2,1972302,Lukavice-ObÚ
POINT (16.2953328002313 50.2036542335018),1146,19711,1,1,1971101,Lukavice-u Jednoty
POINT (16.2954941566158 50.2036492610286),1147,19711,2,2,1971102,Lukavice-u Jednoty
POINT (16.2996681526225 50.2081725475798),1148,19712,1,1,1971201,Lukavice-u Lípy
POINT (16.2998168635497 50.20812924009),1149,19712,2,2,1971202,Lukavice-u Lípy
POINT (16.2962168387316 50.1898088057565),1150,19713,1,1,1971301,Lukavice-u mostu
POINT (16.296462556951 50.1898572418588),1151,19713,2,2,1971302,Lukavice-u mostu
POINT (16.2940981752625 50.1974226117273),1152,19714,1,1,1971401,Lukavice-u školy
POINT (16.2942848045215 50.1974922262562),1153,19714,2,2,1971402,Lukavice-u školy
POINT (16.4818000073902 50.0568000048762),1154,19724,1,1,1972401,Lukavice-u váhy
POINT (16.4818000073902 50.0568000048762),1155,19724,2,2,1972402,Lukavice-u váhy
POINT (16.617900008098 49.8713000049306),1156,19739,1,1,1973901,Luková-dvůr
POINT (16.617900008098 49.8713000049306),1157,19739,2,2,1973902,Luková-dvůr
POINT (16.5963000079225 49.8723000044275),1158,19740,1,1,1974001,Luková-nám.
POINT (16.5963000079225 49.8723000044275),1159,19740,2,2,1974002,Luková-nám.
POINT (16.6034000073899 49.8791000049579),1160,19741,1,1,1974101,Luková-pomník padlých
POINT (16.6034000073899 49.8791000049579),1161,19741,2,2,1974102,Luková-pomník padlých
POINT (16.6133000081991 49.8743000045517),1162,19742,1,1,1974201,Luková-stř.ZD
POINT (16.6133000081991 49.8743000045517),1163,19742,2,2,1974202,Luková-stř.ZD
POINT (16.5835000080233 49.8704000043313),1164,19743,1,1,1974301,Luková-u mostu
POINT (16.5835000080233 49.8704000043313),1165,19743,2,2,1974302,Luková-u mostu
POINT (16.6055000073917 49.878800004302),1166,19744,1,1,1974401,Luková-žel.zast.
POINT (16.6055000073917 49.878800004302),1167,19744,2,2,1974402,Luková-žel.zast.
POINT (16.5919000069481 49.8526000046731),1168,19745,1,1,1974501,"Luková,Květná,křiž."
POINT (16.5919000069481 49.8526000046731),1169,19745,2,2,1974502,"Luková,Květná,křiž."
POINT (16.286567811535 50.1334408873045),1170,19762,1,1,1976201,Lupenice
POINT (16.2863276601705 50.1335719517252),1171,19762,2,2,1976202,Lupenice
POINT (16.2764737406248 50.1329755581183),1172,19763,1,1,1976301,Lupenice-u školy
POINT (16.2764964070475 50.1330967717901),1173,19763,2,2,1976302,Lupenice-u školy
POINT (16.5756000079521 50.0194000044717),1174,21344,1,1,2134401,Mistrovice-dol.
POINT (16.5756000079521 50.0194000044717),1175,21344,2,2,2134402,Mistrovice-dol.
POINT (16.5442000074248 50.0234000044956),1176,21345,1,1,2134501,Mistrovice-Holubina
POINT (16.5442000074248 50.0234000044956),1177,21345,2,2,2134502,Mistrovice-Holubina
POINT (16.5729000080343 50.0322000044354),1178,21346,1,1,2134601,Mistrovice-hor.
POINT (16.5729000080343 50.0322000044354),1179,21346,2,2,2134602,Mistrovice-hor.
POINT (16.5702000072363 50.0266000048064),1180,21347,1,1,2134701,Mistrovice-host.
POINT (16.5702000072363 50.0266000048064),1181,21347,2,2,2134702,Mistrovice-host.
POINT (16.5789000070192 50.0156000044938),1182,21348,1,1,2134801,Mistrovice-lom
POINT (16.5789000070192 50.0156000044938),1183,21348,2,2,2134802,Mistrovice-lom
POINT (16.5721000071514 50.0235000045903),1184,21349,1,1,2134901,Mistrovice-ObÚ
POINT (16.5721000071514 50.0235000045903),1185,21349,2,2,2134902,Mistrovice-ObÚ
POINT (16.5364000080381 50.0224000050395),1186,21350,1,1,2135001,Mistrovice-odb.
POINT (16.5364000080381 50.0224000050395),1187,21350,2,2,2135002,Mistrovice-odb.
POINT (16.5751000080547 50.0395000044321),1188,21351,1,1,2135101,Mistrovice-U Sloupku I-11
POINT (16.5751000080547 50.0395000044321),1189,21351,2,2,2135102,Mistrovice-U Sloupku I-11
POINT (16.562400007824 50.0251000044067),1190,21352,1,1,2135201,Mistrovice-ZD
POINT (16.562400007824 50.0251000044067),1191,21352,2,2,2135202,Mistrovice-ZD
POINT (16.6373000077391 50.0985000046009),1192,21466,1,1,2146601,Mladkov-dílny
POINT (16.6373000077391 50.0985000046009),1193,21466,2,2,2146602,Mladkov-dílny
POINT (16.6274000078723 50.0975000050896),1194,21467,1,1,2146701,Mladkov-u kostela
POINT (16.6274000078723 50.0975000050896),1195,21467,2,2,2146702,Mladkov-u kostela
POINT (16.5966000069654 50.0893000046061),1196,21468,1,1,2146801,"Mladkov,Vlčkovice"
POINT (16.5966000069654 50.0893000046061),1197,21468,2,2,2146802,"Mladkov,Vlčkovice"
POINT (16.0660734976816 50.2590260159032),1198,21793,1,1,2179301,Mokré
POINT (16.0661357809045 50.2591483575936),1199,21793,2,2,2179302,Mokré
POINT (16.0782216275498 50.2499671317315),1200,21795,1,1,2179501,Mokré-U Váhy
POINT (16.0783894914141 50.2500340413082),1201,21795,2,2,2179502,Mokré-U Váhy
POINT (16.0630846075988 50.2672420615738),1202,21796,1,1,2179601,Mokré-v Lípách
POINT (16.0632024063013 50.2672529488107),1203,21796,2,2,2179602,Mokré-v Lípách
POINT (16.2639000076987 50.0080000044026),1204,22070,1,1,2207001,Mostek
POINT (16.2639000076987 50.0080000044026),1205,22070,2,2,2207002,Mostek
POINT (16.2631000078064 50.010100005053),1206,22071,1,1,2207101,Mostek-host.
POINT (16.2631000078064 50.010100005053),1207,22071,2,2,2207102,Mostek-host.
POINT (16.2554000074974 50.014700004422),1208,22072,1,1,2207201,"Mostek,Sudličkova Lhota"
POINT (16.2554000074974 50.014700004422),1209,22072,2,2,2207202,"Mostek,Sudličkova Lhota"
POINT (16.2594000073237 50.0131000050579),1210,22073,1,1,2207301,"Mostek,Sudličkova Lhota,ZD"
POINT (16.2594000073237 50.0131000050579),1211,22073,2,2,2207302,"Mostek,Sudličkova Lhota,ZD"
POINT (16.2584000071123 50.0255000048558),1212,22629,1,1,2262901,Nasavrky
POINT (16.2584000071123 50.0255000048558),1213,22629,2,2,2262902,Nasavrky
POINT (16.2444271666469 50.0269570420889),1214,22630,1,1,2263001,Nasavrky-odb.
POINT (16.2443136580099 50.0269368112915),1215,22630,2,2,2263002,Nasavrky-odb.
POINT (16.5389000076368 50.064600004548),1216,22815,1,1,2281501,Nekoř-dol.u mostu
POINT (16.5389000076368 50.064600004548),1217,22815,2,2,2281502,Nekoř-dol.u mostu
POINT (16.5613000080832 50.0512000048219),1218,22816,1,1,2281601,Nekoř-hor.
POINT (16.5613000080832 50.0512000048219),1219,22816,2,2,2281602,Nekoř-hor.
POINT (16.5406000076456 50.0635000048103),1220,22817,1,1,2281701,Nekoř-křiž.U Lehků
POINT (16.5406000076456 50.0635000048103),1221,22817,2,2,2281702,Nekoř-křiž.U Lehků
POINT (16.546100007381 50.0608000044793),1222,22818,1,1,2281801,Nekoř-náměstíčko
POINT (16.546100007381 50.0608000044793),1223,22818,2,2,2281802,Nekoř-náměstíčko
POINT (16.5537000074974 50.073800004424),1224,22819,1,1,2281901,Nekoř-přehrada
POINT (16.5537000074974 50.073800004424),1225,22819,2,2,2281902,Nekoř-přehrada
POINT (16.5514000070019 50.0557000047949),1226,22820,1,1,2282001,Nekoř-škola
POINT (16.5514000070019 50.0557000047949),1227,22820,2,2,2282002,Nekoř-škola
POINT (16.5337000075712 50.0637000046261),1228,22821,1,1,2282101,Nekoř-továrna
POINT (16.5337000075712 50.0637000046261),1229,22821,2,2,2282102,Nekoř-továrna
POINT (16.5473000072659 50.0677000050783),1230,22822,1,1,2282201,Nekoř-Vejrov
POINT (16.5473000072659 50.0677000050783),1231,22822,2,2,2282202,Nekoř-Vejrov
POINT (16.5614000074178 50.0450000046589),1232,22823,1,1,2282301,"Nekoř,Bredůvka"
POINT (16.5614000074178 50.0450000046589),1233,22823,2,2,2282302,"Nekoř,Bredůvka"
POINT (16.0543304018394 50.1293926495542),1234,23660,1,1,2366001,Nová Ves
POINT (16.0589346784292 50.1334022506109),1235,23661,1,1,2366101,Nová Ves-rozc.
POINT (16.0589997808019 50.1335911705012),1236,23661,2,2,2366102,Nová Ves-rozc.
POINT (16.0500883114167 50.1302108842283),1237,23662,1,1,2366201,Nová Ves-transformátor
POINT (16.0500623033199 50.1302865399862),1238,23662,2,2,2366202,Nová Ves-transformátor
POINT (16.1465000070368 49.8584000044732),1239,23791,1,1,2379101,Nové Hrady-Na Šárovci
POINT (16.1465000070368 49.8584000044732),1240,23791,2,2,2379102,Nové Hrady-Na Šárovci
POINT (16.1436000076094 49.8520000047075),1241,23792,1,1,2379201,Nové Hrady-nám.
POINT (16.1436000076094 49.8520000047075),1242,23792,2,2,2379202,Nové Hrady-nám.
POINT (16.1344000071968 49.8373000046251),1243,23793,2,2,2379302,"Nové Hrady,Dudychov"
POINT (16.1344000071968 49.8373000046251),1244,23793,1,1,2379301,"Nové Hrady,Dudychov"
POINT (16.1301000079623 49.8569000043994),1245,23794,1,1,2379401,"Nové Hrady,Mokrá Lhota"
POINT (16.1301000079623 49.8569000043994),1246,23794,2,2,2379402,"Nové Hrady,Mokrá Lhota"
POINT (16.1276000067877 49.8449000042183),1247,23795,1,1,2379501,"Nové Hrady,Polanka"
POINT (16.1276000067877 49.8449000042183),1248,23795,2,2,2379502,"Nové Hrady,Polanka"
POINT (16.1343000074235 49.8493000044074),1249,23796,1,1,2379601,"Nové Hrady,Roudná,rozc."
POINT (16.1343000074235 49.8493000044074),1250,23796,2,2,2379602,"Nové Hrady,Roudná,rozc."
POINT (16.1391000073463 49.8584000049257),1251,23797,1,1,2379701,"Nové Hrady,Rybníček"
POINT (16.1391000073463 49.8584000049257),1252,23797,2,2,2379702,"Nové Hrady,Rybníček"
POINT (16.0675327229679 50.2430000841528),1253,24447,1,1,2444701,Očelice
POINT (16.0677602130841 50.2430226872442),1254,24447,2,2,2444702,Očelice
POINT (16.0490019924122 50.2442466161223),1255,24448,1,1,2444801,"Očelice,Městec n.Děd."
POINT (16.0490648143679 50.2441573974969),1256,24448,2,2,2444802,"Očelice,Městec n.Děd."
POINT (16.2154375950908 50.319966156936),1257,24521,1,1,2452101,Ohnišov-host.U potoka
POINT (16.2155620477975 50.3199962959143),1258,24521,2,2,2452102,Ohnišov-host.U potoka
POINT (16.2116766652888 50.3250725347959),1259,24522,1,1,2452201,Ohnišov-u Jelena
POINT (16.2116437877244 50.3252260857446),1260,24522,2,2,2452202,Ohnišov-u Jelena
POINT (16.1870306067735 50.3298800052105),1261,24523,2,2,2452302,Ohnišov-Zákraví
POINT (16.1870442074973 50.3297978045043),1262,24523,1,1,2452301,Ohnišov-Zákraví
POINT (16.2987853038448 50.3722071313373),1263,24734,1,1,2473401,Olešnice v Orl.h.-dolní
POINT (16.2986540402271 50.3722394564589),1264,24734,2,2,2473402,Olešnice v Orl.h.-dolní
POINT (16.3103071743992 50.3730847127662),1265,24736,1,1,2473601,Olešnice v Orl.h.-nám.
POINT (16.3103514621784 50.373148828302),1266,24736,2,2,2473602,Olešnice v Orl.h.-nám.
POINT (16.3064152089872 50.363910137807),1267,55015,1,1,5501501,Olešnice v Orl.h.-SKI areál
POINT (16.3064870405012 50.3638730796087),1268,55015,2,2,5501502,Olešnice v Orl.h.-SKI areál
POINT (16.148696816547 50.1439926784849),1269,24728,1,1,2472801,Olešnice-hostinec
POINT (16.1488404281239 50.1441408671824),1270,24728,2,2,2472802,Olešnice-hostinec
POINT (16.1569965567825 50.158818620558),1271,24729,1,1,2472901,Olešnice-kampelička
POINT (16.1571047377957 50.1587568923453),1272,24729,2,2,2472902,Olešnice-kampelička
POINT (16.1536114461201 50.1539214038522),1273,24730,1,1,2473001,Olešnice-prodejna
POINT (16.1537855960492 50.153927069042),1274,24730,2,2,2473002,Olešnice-prodejna
POINT (16.1617057620061 50.1632554857559),1275,24732,1,1,2473201,"Olešnice,Hoděčín"
POINT (16.1618957932071 50.1632453689668),1276,24732,2,2,2473202,"Olešnice,Hoděčín"
POINT (16.1089425198177 50.2658905621319),1277,24998,1,1,2499801,Opočno-Hradecká
POINT (16.1091022972945 50.2658565698662),1278,24998,2,2,2499802,Opočno-Hradecká
POINT (16.1194091871702 50.2705797802732),1279,25005,1,1,2500501,Opočno-hřbitov
POINT (16.1198683179172 50.2707929458595),1280,25005,2,2,2500502,Opočno-hřbitov
POINT (16.1034215702 50.2724788674882),1281,24999,1,1,2499901,Opočno-Jordánek
POINT (16.1030680721267 50.2724685050483),1282,24999,2,2,2499902,Opočno-Jordánek
POINT (16.1280760636632 50.2701024838319),1283,25004,1,1,2500401,Opočno-koupaliště
POINT (16.1279883075535 50.2700242044883),1284,25004,2,2,2500402,Opočno-koupaliště
POINT (16.1095636865729 50.2708495241455),1285,25006,1,1,2500601,Opočno-Nádražní
POINT (16.1095669573083 50.2706396131644),1286,25006,2,2,2500602,Opočno-Nádražní
POINT (16.1144283192509 50.2674125753707),1287,25002,1,1,2500201,Opočno-nám.
POINT (16.1148531040973 50.2675665773023),1288,25002,2,2,2500202,Opočno-nám.
POINT (16.1152975746177 50.2677460177169),1289,25002,3,3,2500203,Opočno-nám.
POINT (16.1156811076567 50.2678978047886),1290,25002,4,4,2500204,Opočno-nám.
POINT (16.0866011062072 50.2772719150042),1291,25003,1,1,2500301,Opočno-odb.žel.st.
POINT (16.0866084308953 50.2771643410769),1292,25003,2,2,2500302,Opočno-odb.žel.st.
POINT (16.0927011813971 50.2756406868471),1293,25000,1,1,2500001,Opočno-Podzámčí
POINT (16.0925052159665 50.2755612298874),1294,25000,2,2,2500002,Opočno-Podzámčí
POINT (16.0862169066886 50.2782053046504),1295,25007,1,1,2500701,Opočno-žel.st.
POINT (16.0861735999385 50.2600841429911),1296,25010,1,1,2501001,"Opočno,Čánka,kaplička"
POINT (16.0859846216231 50.2600595477058),1297,25010,2,2,2501002,"Opočno,Čánka,kaplička"
POINT (16.0935587113734 50.2568182006328),1298,25009,1,1,2500901,"Opočno,Čánka,rozc."
POINT (16.0944077981863 50.257093704891),1299,25009,2,2,2500902,"Opočno,Čánka,rozc."
POINT (16.0935000077362 50.2573000053458),1300,25009,3,3,2500903,"Opočno,Čánka,rozc."
POINT (16.107003534341 50.2512814093758),1301,25011,1,1,2501101,"Opočno,Dobříkovec"
POINT (16.1071248957323 50.25129722538),1302,25011,2,2,2501102,"Opočno,Dobříkovec"
POINT (16.0862612206081 50.2686868801633),1303,25012,1,1,2501201,"Opočno,Vodětín"
POINT (16.0861619749974 50.2686724784971),1304,25012,2,2,2501202,"Opočno,Vodětín"
POINT (16.3512000076476 50.0031000043598),1305,25112,1,1,2511201,"Orlické Podhůří,Dobrá Voda"
POINT (16.3512000076476 50.0031000043598),1306,25112,2,2,2511202,"Orlické Podhůří,Dobrá Voda"
POINT (16.3141000075788 50.003700004523),1307,25113,1,1,2511301,"Orlické Podhůří,Perná"
POINT (16.3141000075788 50.003700004523),1308,25113,2,2,2511302,"Orlické Podhůří,Perná"
POINT (16.3348000078309 50.021100004549),1309,25114,1,1,2511401,"Orlické Podhůří,Rozsocha"
POINT (16.3348000078309 50.021100004549),1310,25114,2,2,2511402,"Orlické Podhůří,Rozsocha"
POINT (16.3377000075499 50.0089000042149),1311,25115,1,1,2511501,"Orlické Podhůří,Rviště"
POINT (16.3377000075499 50.0089000042149),1312,25115,2,2,2511502,"Orlické Podhůří,Rviště"
POINT (16.3565000074056 49.9896000049893),1313,25116,1,1,2511601,"Orlické Podhůří,Říčky"
POINT (16.3565000074056 49.9896000049893),1314,25116,2,2,2511602,"Orlické Podhůří,Říčky"
POINT (16.3646000077541 49.996300004523),1315,25117,1,1,2511701,"Orlické Podhůří,Říčky,rozc."
POINT (16.3646000077541 49.996300004523),1316,25117,2,2,2511702,"Orlické Podhůří,Říčky,rozc."
POINT (16.4888409145754 50.256212970457),1317,25118,1,1,2511801,Orlické Záhoří-křiž.hřebenovka
POINT (16.4888090220981 50.256111531233),1318,25118,2,2,2511802,Orlické Záhoří-křiž.hřebenovka
POINT (16.4291118112266 50.3044259496939),1319,25119,1,1,2511901,Orlické Záhoří-odb.Trčkov
POINT (16.4290220068219 50.3043800048973),1320,25119,2,2,2511902,Orlické Záhoří-odb.Trčkov
POINT (16.4798260071509 50.2704780051744),1321,25120,1,1,2512001,Orlické Záhoří-pila
POINT (16.4796892182374 50.2704780944825),1322,25120,2,2,2512002,Orlické Záhoří-pila
POINT (16.4757252793767 50.2781998688637),1323,25121,1,1,2512101,Orlické Záhoří-u kostela
POINT (16.4755718593158 50.2780271716168),1324,25121,2,2,2512102,Orlické Záhoří-u kostela
POINT (16.4423569794895 50.2995293339052),1325,25122,1,1,2512201,"Orlické Záhoří,Bedřichovka"
POINT (16.4423685703968 50.2993936540617),1326,25122,2,2,2512202,"Orlické Záhoří,Bedřichovka"
POINT (16.496416821951 50.2508598571563),1327,25123,1,1,2512301,"Orlické Záhoří,Černá Voda"
POINT (16.4963703355822 50.250799067653),1328,25123,2,2,2512302,"Orlické Záhoří,Černá Voda"
POINT (16.4563366031327 50.2848214191795),1329,25125,1,1,2512501,"Orlické Záhoří,Jadrná,II"
POINT (16.4562999241361 50.2847492793903),1330,25125,2,2,2512502,"Orlické Záhoří,Jadrná,II"
POINT (16.4672350954085 50.280848374019),1331,25126,1,1,2512601,"Orlické Záhoří,Kunštát"
POINT (16.4671704762388 50.2807992032),1332,25126,2,2,2512602,"Orlické Záhoří,Kunštát"
POINT (16.4476565089656 50.2951076827796),1333,25127,1,1,2512701,"Orlické Záhoří,Zelenka"
POINT (16.4475791852933 50.2950654602806),1334,25127,2,2,2512702,"Orlické Záhoří,Zelenka"
POINT (16.6821000078927 50.0267000047157),1335,46234,1,1,4623401,Orličky-kravín
POINT (16.6821000078927 50.0267000047157),1336,46234,2,2,4623402,Orličky-kravín
POINT (16.6626000081095 50.0268000045782),1337,25128,1,1,2512801,Orličky-křiž.Jamné n.Orl.
POINT (16.6626000081095 50.0268000045782),1338,25128,2,2,2512802,Orličky-křiž.Jamné n.Orl.
POINT (16.6806000076763 50.0306000049895),1339,25129,1,1,2512901,Orličky-ObÚ
POINT (16.6806000076763 50.0306000049895),1340,25129,2,2,2512902,Orličky-ObÚ
POINT (16.705300007123 50.0321000046403),1341,25130,1,1,2513001,Orličky-odb.Suchý vrch
POINT (16.705300007123 50.0321000046403),1342,25130,2,2,2513002,Orličky-odb.Suchý vrch
POINT (16.6765000074225 50.0280000043892),1343,25131,1,1,2513101,Orličky-starý host.
POINT (16.6765000074225 50.0280000043892),1344,25131,2,2,2513102,Orličky-starý host.
POINT (16.3084829733533 50.25715809774),1345,25220,1,1,2522001,Osečnice
POINT (16.3082059441147 50.2571264265716),1346,25220,2,2,2522002,Osečnice
POINT (16.317213548824 50.2715917055181),1347,25221,1,1,2522101,"Osečnice,Lomy"
POINT (16.3021937302803 50.246662348423),1348,25222,1,1,2522201,"Osečnice,Proloh"
POINT (16.3020150029082 50.2466750091779),1349,25222,2,2,2522202,"Osečnice,Proloh"
POINT (16.5532000082298 49.9105000042637),1350,47546,1,1,4754601,Ostrov-FOREZ
POINT (16.5532000082298 49.9105000042637),1351,47546,2,2,4754602,Ostrov-FOREZ
POINT (16.5306000071844 49.9298000049247),1352,25537,1,1,2553701,Ostrov-háj.
POINT (16.5306000071844 49.9298000049247),1353,25537,2,2,2553702,Ostrov-háj.
POINT (16.5275000082618 49.9387000044689),1354,25538,1,1,2553801,Ostrov-hor.
POINT (16.5275000082618 49.9387000044689),1355,25538,2,2,2553802,Ostrov-hor.
POINT (16.5369000079139 49.9324000042843),1356,25539,1,1,2553901,Ostrov-host.
POINT (16.5369000079139 49.9324000042843),1357,25539,2,2,2553902,Ostrov-host.
POINT (16.5422000071161 49.92880000488),1358,25540,1,1,2554001,Ostrov-pošta
POINT (16.5422000071161 49.92880000488),1359,25540,2,2,2554002,Ostrov-pošta
POINT (16.5538000073185 49.9226000045523),1360,25542,1,1,2554201,Ostrov-váha
POINT (16.5538000073185 49.9226000045523),1361,25542,2,2,2554202,Ostrov-váha
POINT (16.2798000070414 49.990300004516),1362,25713,1,1,2571301,Oucmanice
POINT (16.2798000070414 49.990300004516),1363,25713,2,2,2571302,Oucmanice
POINT (16.2881000074545 49.9863000047969),1364,25714,1,1,2571401,Oucmanice-ZD
POINT (16.2881000074545 49.9863000047969),1365,25714,2,2,2571402,Oucmanice-ZD
POINT (16.5646000071256 50.098900004836),1366,26034,1,1,2603401,Pastviny-Bublačka
POINT (16.5646000071256 50.098900004836),1367,26034,2,2,2603402,Pastviny-Bublačka
POINT (16.5539000070008 50.0821000046757),1368,26035,1,1,2603501,Pastviny-dol.autocamp
POINT (16.5539000070008 50.0821000046757),1369,26035,2,2,2603502,Pastviny-dol.autocamp
POINT (16.5664000077471 50.0951000050897),1370,26036,1,1,2603601,Pastviny-křiž.
POINT (16.5664000077471 50.0951000050897),1371,26036,2,2,2603602,Pastviny-křiž.
POINT (16.557000007695 50.0890000042555),1372,26037,1,1,2603701,Pastviny-Na pláži
POINT (16.557000007695 50.0890000042555),1373,26037,2,2,2603702,Pastviny-Na pláži
POINT (16.5510000076584 50.0889000046304),1374,26038,1,1,2603801,Pastviny-u kanálu
POINT (16.5510000076584 50.0889000046304),1375,26038,2,2,2603802,Pastviny-u kanálu
POINT (16.5541000075212 50.0866000050328),1376,26039,1,1,2603901,Pastviny-u kanálu křiž.na Žamberk
POINT (16.5541000075212 50.0866000050328),1377,26039,2,2,2603902,Pastviny-u kanálu křiž.na Žamberk
POINT (16.5734000077307 50.0946000045858),1378,26040,1,1,2604001,"Pastviny,Vitanov"
POINT (16.5734000077307 50.0946000045858),1379,26040,2,2,2604002,"Pastviny,Vitanov"
POINT (16.4023456659148 50.162803150858),1380,26162,1,1,2616201,Pěčín-dolní část
POINT (16.4024939988037 50.1627947488991),1381,26162,2,2,2616202,Pěčín-dolní část
POINT (16.4245319075485 50.1533549648474),1382,26163,1,1,2616301,Pěčín-hostinec
POINT (16.4248285583942 50.1535149843786),1383,26163,2,2,2616302,Pěčín-hostinec
POINT (16.4127770319233 50.1637045750185),1384,26164,1,1,2616401,Pěčín-na kopci
POINT (16.4126823438293 50.1636288722058),1385,26164,2,2,2616402,Pěčín-na kopci
POINT (16.4241990323797 50.1542411496654),1386,26165,1,1,2616501,Pěčín-odb.
POINT (16.4241640358314 50.1541015879774),1387,26165,2,2,2616502,Pěčín-odb.
POINT (16.3945955300071 50.1574708535607),1388,26166,1,1,2616601,Pěčín-u mostu
POINT (16.3945220076217 50.1575330045341),1389,26166,2,2,2616602,Pěčín-u mostu
POINT (16.4166002347384 50.1587785665039),1390,26167,1,1,2616701,Pěčín-u Slavíkových
POINT (16.4164200822793 50.1586886780598),1391,26167,2,2,2616702,Pěčín-u Slavíkových
POINT (16.5428000073066 49.988100004864),1392,26415,1,1,2641501,Petrovice
POINT (16.5428000073066 49.988100004864),1393,26415,2,2,2641502,Petrovice
POINT (16.559500007159 49.9901000042961),1394,26416,1,1,2641601,Petrovice-rozc.1.0
POINT (16.559500007159 49.9901000042961),1395,26416,2,2,2641602,Petrovice-rozc.1.0
POINT (16.4565730076079 50.0451460047569),1396,58590,1,1,5859001,Písečná-u lyžařského vleku
POINT (16.4565730076079 50.0451460047569),1397,58590,2,2,5859002,Písečná-u lyžařského vleku
POINT (16.4488000072458 50.0444000044589),1398,26604,1,1,2660401,Písečná-u pomníku
POINT (16.4488000072458 50.0444000044589),1399,26604,2,2,2660402,Písečná-u pomníku
POINT (16.4551000080815 50.0450000048218),1400,26603,1,1,2660301,Písečná-U Růženky
POINT (16.4551000080815 50.0450000048218),1401,26603,2,2,2660302,Písečná-U Růženky
POINT (16.1834599995898 50.0455812914906),1402,26883,1,1,2688301,Plchovice
POINT (16.1835307687525 50.0457825575956),1403,26883,2,2,2688302,Plchovice
POINT (16.1798901462626 50.0521081450485),1404,26884,1,1,2688401,"Plchovice,Smetana"
POINT (16.1800086906753 50.052161125174),1405,26884,2,2,2688402,"Plchovice,Smetana"
POINT (16.2423713496209 50.2639868202275),1406,27116,1,1,2711601,Podbřezí-Nad Ovčínem odb.Masty
POINT (16.2423944074106 50.2639311048346),1407,27116,2,2,2711602,Podbřezí-Nad Ovčínem odb.Masty
POINT (16.2503127275997 50.2644990311817),1408,27117,1,1,2711701,Podbřezí-Skutina
POINT (16.2503012258954 50.2644240116588),1409,27117,2,2,2711702,Podbřezí-Skutina
POINT (16.2327741656971 50.2632458564744),1410,27118,1,1,2711801,"Podbřezí,Lhota"
POINT (16.2327234586412 50.2631938135228),1411,27118,2,2,2711802,"Podbřezí,Lhota"
POINT (16.2240680153797 50.2660796327783),1412,27121,1,1,2712101,"Podbřezí,Netřeba"
POINT (16.2241599988633 50.2660377749523),1413,27121,2,2,2712102,"Podbřezí,Netřeba"
POINT (16.2105000074667 50.2592000052844),1414,27122,1,1,2712201,"Podbřezí,Skalka"
POINT (16.2102000069301 50.2591000045236),1415,27122,2,2,2712202,"Podbřezí,Skalka"
POINT (16.2124545834976 50.263625526803),1416,27123,1,1,2712301,"Podbřezí,Skalka,zámek"
