WKT,OBJECTID,CRZ,OZNACNIK1,OZNACNIK2,CRZ_OZNACN,"TARIF_NAZE,C,250"
POINT (16.0397000066403 50.0457000044381),6115,25596,1,1,2559601,Ostřetín-u Vlachých
POINT (16.0397000066403 50.0457000044381),6116,25596,2,2,2559602,Ostřetín-u Vlachých
POINT (16.0200000078081 50.0476190047999),6117,25597,1,1,2559701,Ostřetín-u Vosáhlů
POINT (16.0200000078081 50.0476190047999),6118,25597,2,2,2559702,Ostřetín-u Vosáhlů
POINT (16.0548500066946 50.0267720043292),6119,25598,1,1,2559801,"Ostřetín,Vysoká u Holic"
POINT (16.0548500066946 50.0267720043292),6120,25598,2,2,2559802,"Ostřetín,Vysoká u Holic"
POINT (16.0548000076939 50.0266000044071),6121,25600,1,1,2560001,"Ostřetín,Vysoká u Holic,křiž."
POINT (16.0548000076939 50.0266000044071),6122,25600,2,2,2560002,"Ostřetín,Vysoká u Holic,křiž."
POINT (16.0554000078487 50.0264000044598),6123,57036,1,1,5703601,"Ostřetín,Vysoká u Holic,u křížku"
POINT (16.0554000078487 50.0264000044598),6124,57036,2,2,5703602,"Ostřetín,Vysoká u Holic,u křížku"
POINT (15.7533300066031 50.03250000491),6125,25911,1,1,2591101,Pardubice-17.listopadu
POINT (15.7533300066031 50.03250000491),6126,25911,2,2,2591102,Pardubice-17.listopadu
POINT (15.760170484469 50.0345506207608),6127,25882,1,1,2588201,Pardubice-aut.nádr.
POINT (15.7598101921425 50.0344817549051),6128,25882,2,2,2588202,Pardubice-aut.nádr.
POINT (15.7706000064976 50.0609000046625),6129,51905,1,1,5190501,Pardubice-Fáblovka točna
POINT (15.7706000064976 50.0609000046625),6130,51905,2,2,5190502,Pardubice-Fáblovka točna
POINT (15.7698000069629 50.0255000049842),6131,8478,1,1,847801,Pardubice-Gorkého škola
POINT (15.7698000069629 50.0255000049842),6132,8478,2,2,847802,Pardubice-Gorkého škola
POINT (15.7751200068766 50.0316700050188),6133,58086,1,1,5808601,Pardubice-Hlaváčova
POINT (15.7755460073078 50.0317650046291),6134,58086,2,2,5808602,Pardubice-Hlaváčova
POINT (15.7898500074404 50.0315090051692),6135,25891,1,1,2589101,Pardubice-k nemocnici
POINT (15.7898500074404 50.0315090051692),6136,25891,2,2,2589102,Pardubice-k nemocnici
POINT (15.7800000076914 50.035200004576),6137,25892,1,1,2589201,Pardubice-Karla IV.
POINT (15.7800000076914 50.035200004576),6138,25892,2,2,2589202,Pardubice-Karla IV.
POINT (15.7358000063984 50.0215000044307),6139,25895,1,1,2589501,Pardubice-letiště
POINT (15.7358000063984 50.0215000044307),6140,25895,2,2,2589502,Pardubice-letiště
POINT (15.7696921678798 50.0374309328611),6141,50898,1,1,5089801,Pardubice-Masarykovo nám.
POINT (15.7694580887451 50.037314114669),6142,50898,2,2,5089802,Pardubice-Masarykovo nám.
POINT (15.798660007077 50.0372890043603),6143,25897,1,1,2589701,Pardubice-Na Drážce
POINT (15.798660007077 50.0372890043603),6144,25897,2,2,2589702,Pardubice-Na Drážce
POINT (15.7934370063042 50.0357740045898),6145,55873,1,1,5587301,Pardubice-Na Okrouhlíku
POINT (15.7934370063042 50.0357740045898),6146,55873,2,2,5587302,Pardubice-Na Okrouhlíku
POINT (15.7902000073883 50.0293000051729),6147,50360,1,1,5036001,Pardubice-nem.
POINT (15.7902000073883 50.0293000051729),6148,50360,2,2,5036002,Pardubice-nem.
POINT (15.7626269380507 50.054579837955),6149,57849,1,1,5784901,Pardubice-Poděbradská
POINT (15.7622313674424 50.0547063381723),6150,57849,2,2,5784902,Pardubice-Poděbradská
POINT (15.7647000064254 50.023200004559),6151,25907,1,1,2590701,Pardubice-Staňkova škola
POINT (15.7647000064254 50.023200004559),6152,25907,2,2,2590702,Pardubice-Staňkova škola
POINT (15.7704700062517 50.0395580047973),6153,53473,1,1,5347301,Pardubice-Sukova
POINT (15.7704700062517 50.0395580047973),6154,53473,2,2,5347302,Pardubice-Sukova
POINT (15.7887000071481 50.0338000046728),6155,25909,1,1,2590901,Pardubice-Štrossova
POINT (15.7887000071481 50.0338000046728),6156,25909,2,2,2590902,Pardubice-Štrossova
POINT (15.7614000075627 50.0269000051137),6157,47340,1,1,4734001,Pardubice-Teplého
POINT (15.7614000075627 50.0269000051137),6158,47340,2,2,4734002,Pardubice-Teplého
POINT (15.802976007552 50.0257290045811),6159,57846,1,1,5784601,Pardubice-u Zámečku
POINT (15.802976007552 50.0257290045811),6160,57846,2,2,5784602,Pardubice-u Zámečku
POINT (15.8039500075701 50.0261800047741),6161,25912,1,1,2591201,Pardubice-Zámeček
POINT (15.8039500075701 50.0261800047741),6162,25912,2,2,2591202,Pardubice-Zámeček
POINT (15.7471000072526 50.0253000052269),6163,25913,1,1,2591301,Pardubice-závodiště
POINT (15.7471000072526 50.0253000052269),6164,25913,2,2,2591302,Pardubice-závodiště
POINT (15.7711100064832 50.0219400050887),6165,25914,1,1,2591401,Pardubice-Zborovské nám.
POINT (15.7711100064832 50.0219400050887),6166,25914,2,2,2591402,Pardubice-Zborovské nám.
POINT (15.8030000073321 50.0256000050096),6167,25910,1,1,2591001,Pardubice-zdravotnická škola
POINT (15.8030000073321 50.0256000050096),6168,25910,2,2,2591002,Pardubice-zdravotnická škola
POINT (15.8334000067163 50.0244000047625),6169,25883,1,1,2588301,"Pardubice,Černá za Bory"
POINT (15.8334000067163 50.0244000047625),6170,25883,2,2,2588302,"Pardubice,Černá za Bory"
POINT (15.8224000067929 50.0239000047897),6171,25887,1,1,2588701,"Pardubice,Černá za Bory,Dělnická"
POINT (15.8224000067929 50.0239000047897),6172,25887,2,2,2588702,"Pardubice,Černá za Bory,Dělnická"
POINT (15.8156000066939 50.0258000048475),6173,25885,1,1,2588501,"Pardubice,Černá za Bory,mlékárna"
POINT (15.8156000066939 50.0258000048475),6174,25885,2,2,2588502,"Pardubice,Černá za Bory,mlékárna"
POINT (15.831200006579 50.0279000050967),6175,25886,1,1,2588601,"Pardubice,Černá za Bory,odb.žel.zast."
POINT (15.831200006579 50.0279000050967),6176,25886,2,2,2588602,"Pardubice,Černá za Bory,odb.žel.zast."
POINT (15.8229000066066 50.0258000047327),6177,25884,1,1,2588401,"Pardubice,Černá za Bory,pošta"
POINT (15.8229000066066 50.0258000047327),6178,25884,2,2,2588402,"Pardubice,Černá za Bory,pošta"
POINT (15.8118700072654 50.0269140048985),6179,57774,1,1,5777401,"Pardubice,Černá za Bory,silo"
POINT (15.8124950075157 50.027061005176),6180,57774,2,2,5777402,"Pardubice,Černá za Bory,silo"
POINT (15.7719400071347 50.0008300045352),6181,25918,1,1,2591801,"Pardubice,Dražkovice"
POINT (15.7719400071347 50.0008300045352),6182,25918,2,2,2591802,"Pardubice,Dražkovice"
POINT (15.8066666608746 50.0449526809025),6183,25889,1,1,2588901,"Pardubice,Dubina,centrum"
POINT (15.8064431776286 50.0451598026128),6184,25889,2,2,2588902,"Pardubice,Dubina,centrum"
POINT (15.8673000063511 50.0026000050728),6185,10320,1,1,1032001,"Pardubice,Hostovice"
POINT (15.8673000063511 50.0026000050728),6186,10320,2,2,1032002,"Pardubice,Hostovice"
POINT (15.6563000062933 50.0198000049837),6187,25893,1,1,2589301,"Pardubice,Kokešov"
POINT (15.6563000062933 50.0198000049837),6188,25893,2,2,2589302,"Pardubice,Kokešov"
POINT (15.6762000065108 50.040000004592),6189,25894,1,1,2589401,"Pardubice,Lány na Důlku"
POINT (15.6762000065108 50.040000004592),6190,25894,2,2,2589402,"Pardubice,Lány na Důlku"
POINT (15.8334000067041 50.0125000043648),6191,25896,1,1,2589601,"Pardubice,Mnětice"
POINT (15.8334000067041 50.0125000043648),6192,25896,2,2,2589602,"Pardubice,Mnětice"
POINT (15.7963050074676 50.0113250049563),6193,57795,1,1,5779501,"Pardubice,Nemošice,škola"
POINT (15.7963010068333 50.0111090047119),6194,57795,2,2,5779502,"Pardubice,Nemošice,škola"
POINT (15.7575000063784 50.0620000051164),6195,25898,1,1,2589801,"Pardubice,Ohrazenice,škola"
POINT (15.7575000063784 50.0620000051164),6196,25898,2,2,2589802,"Pardubice,Ohrazenice,škola"
POINT (15.6400000074566 50.0239000050605),6197,25900,1,1,2590001,"Pardubice,Opočínek,odb."
POINT (15.6400000074566 50.0239000050605),6198,25900,2,2,2590002,"Pardubice,Opočínek,odb."
POINT (15.6555000072032 50.0376000045668),6199,52261,1,1,5226101,"Pardubice,Opočínek,točna"
POINT (15.6555000072032 50.0376000045668),6200,52261,2,2,5226102,"Pardubice,Opočínek,točna"
POINT (15.7925720072659 50.0251450047249),6201,57826,1,1,5782601,"Pardubice,Pardubičky,točna"
POINT (15.7934210075192 50.025369005077),6202,57826,2,2,5782602,"Pardubice,Pardubičky,točna"
POINT (15.7654826943944 50.0493409357632),6203,25903,1,1,2590301,"Pardubice,Polabiny,Hradecká"
POINT (15.7658266174014 50.0496050358332),6204,25903,2,2,2590302,"Pardubice,Polabiny,Hradecká"
POINT (15.7227000062948 50.02070000483),6205,25904,1,1,2590401,"Pardubice,Popkovice,host."
POINT (15.7227000062948 50.02070000483),6206,25904,2,2,2590402,"Pardubice,Popkovice,host."
POINT (15.7290559837665 50.0612969613984),6207,25920,1,1,2592001,"Pardubice,Semtín,hl.brána"
POINT (15.728836920358 50.0611243206939),6208,25920,2,2,2592002,"Pardubice,Semtín,hl.brána"
POINT (15.7236594741701 50.0604775459823),6209,25921,1,1,2592101,"Pardubice,Semtín,vlečka"
POINT (15.7224340040223 50.0604710632969),6210,25921,2,2,2592102,"Pardubice,Semtín,vlečka"
POINT (15.7438211043001 50.0619890495537),6211,25922,1,1,2592201,"Pardubice,Semtín,žel.zast."
POINT (15.7442121261818 50.0620353535951),6212,25922,2,2,2592202,"Pardubice,Semtín,žel.zast."
POINT (15.8082000064942 50.0312000049042),6213,25905,1,1,2590501,"Pardubice,Slovany,Spojilská"
POINT (15.8082000064942 50.0312000049042),6214,25905,2,2,2590502,"Pardubice,Slovany,Spojilská"
POINT (15.6982000070509 50.0183000050331),6215,25923,1,1,2592301,"Pardubice,Staré Čívice,host."
POINT (15.6982000070509 50.0183000050331),6216,25923,2,2,2592302,"Pardubice,Staré Čívice,host."
POINT (15.687000006949 50.0199000052159),6217,50437,1,1,5043701,"Pardubice,Staré Čívice,Panasonic"
POINT (15.687000006949 50.0199000052159),6218,50437,2,2,5043702,"Pardubice,Staré Čívice,Panasonic"
POINT (15.6807950070582 50.0279380051546),6219,53715,1,1,5371501,"Pardubice,Staré Čívice,Průmyslová zóna"
POINT (15.6807950070582 50.0279380051546),6220,53715,2,2,5371502,"Pardubice,Staré Čívice,Průmyslová zóna"
POINT (15.6879000072688 50.0154000043855),6221,25925,1,1,2592501,"Pardubice,Staré Čívice,točna MHD"
POINT (15.6879000072688 50.0154000043855),6222,25925,2,2,2592502,"Pardubice,Staré Čívice,točna MHD"
POINT (15.8398000067751 50.0356000047806),6223,25906,1,1,2590601,"Pardubice,Staročernsko"
POINT (15.8398000067751 50.0356000047806),6224,25906,2,2,2590602,"Pardubice,Staročernsko"
POINT (15.7343000069517 50.0278000050749),6225,52262,1,1,5226201,"Pardubice,Svítkov,škola"
POINT (15.7343000069517 50.0278000050749),6226,52262,2,2,5226202,"Pardubice,Svítkov,škola"
POINT (15.8540000069489 50.011900004579),6227,25908,1,1,2590801,"Pardubice,Štětín"
POINT (15.8540000069489 50.011900004579),6228,25908,2,2,2590802,"Pardubice,Štětín"
POINT (15.7583078351841 50.0582428443453),6229,25926,1,1,2592601,"Pardubice,Trnová,křiž."
POINT (15.7569753336558 50.0584527296509),6230,25926,2,2,2592602,"Pardubice,Trnová,křiž."
POINT (15.8468000071792 50.0195000048483),6231,25917,1,1,2591701,"Pardubice,Žižín"
POINT (15.8468000071792 50.0195000048483),6232,25917,2,2,2591702,"Pardubice,Žižín"
POINT (15.6026731723795 50.290152005766),6233,26372,2,2,2637202,Petrovice-hřbitov
POINT (15.6027725678578 50.2905264981658),6234,26372,1,1,2637201,Petrovice-hřbitov
POINT (15.5972999101241 50.2899182255458),6235,26371,1,1,2637101,Petrovice-ObÚ
POINT (15.5974971442857 50.289770375792),6236,26371,2,2,2637102,Petrovice-ObÚ
POINT (15.5783203452821 50.2994217929741),6237,26373,1,1,2637301,"Petrovice,Kanice"
POINT (15.5014741956154 50.1557261143428),6238,26619,1,1,2661901,Písek
POINT (15.5013076822624 50.1556845001387),6239,26619,2,2,2661902,Písek
POINT (15.5000190829607 50.1622978168982),6240,26620,1,1,2662001,"Písek,Oktaviánov"
POINT (15.4998639935975 50.1623069968751),6241,26620,2,2,2662002,"Písek,Oktaviánov"
POINT (15.7048584182466 50.1306957721911),6242,26880,1,1,2688001,Plch
POINT (15.7048225686193 50.1308396316579),6243,26880,2,2,2688002,Plch
POINT (16.0006000067545 50.0973000044909),6244,27014,1,1,2701401,Poběžovice u Holic
POINT (16.0006000067545 50.0973000044909),6245,27014,2,2,2701402,Poběžovice u Holic
POINT (16.0039000071127 50.0916000051429),6246,27015,1,1,2701501,Poběžovice u Holic-rozc.
POINT (16.0039000071127 50.0916000051429),6247,27015,2,2,2701502,Poběžovice u Holic-rozc.
POINT (15.5823000069251 49.9914000051919),6248,27016,1,1,2701601,Poběžovice u Přelouče
POINT (15.5823000069251 49.9914000051919),6249,27016,2,2,2701602,Poběžovice u Přelouče
POINT (15.5865000063953 49.985600004666),6250,27017,1,1,2701701,Poběžovice u Přelouče-rozc.
POINT (15.5865000063953 49.985600004666),6251,27017,2,2,2701702,Poběžovice u Přelouče-rozc.
POINT (15.7345000066893 50.1309000046253),6252,27311,1,1,2731101,Podůlšany
POINT (15.7345000066893 50.1309000046253),6253,27311,2,2,2731102,Podůlšany
POINT (15.5564625190253 50.2355567598988),6254,28075,1,1,2807501,Prasek-Na Nové
POINT (15.556433702793 50.2354701403262),6255,28075,2,2,2807502,Prasek-Na Nové
POINT (15.5423704796908 50.241375521808),6256,28076,1,1,2807601,Prasek-Na Staré
POINT (15.5423840477786 50.2412552895435),6257,28076,2,2,2807602,Prasek-Na Staré
POINT (15.5691633623821 50.231668362917),6258,28077,1,1,2807701,Prasek-odb.Zdechovice
POINT (15.5695768787204 50.2317651974287),6259,28077,2,2,2807702,Prasek-odb.Zdechovice
POINT (15.5627298205534 50.2330623235978),6260,47356,1,1,4735601,Prasek-škola
POINT (15.562778248036 50.2329482672221),6261,47356,2,2,4735602,Prasek-škola
POINT (15.7403709417772 50.1751476627983),6262,28080,1,1,2808001,Praskačka-kino
POINT (15.7405065784784 50.1752564551432),6263,28080,2,2,2808002,Praskačka-kino
POINT (15.7663806957883 50.1664947101378),6264,28081,1,1,2808101,Praskačka-křiž.
POINT (15.7665448355532 50.1665003459432),6265,28081,2,2,2808102,Praskačka-křiž.
POINT (15.7441959934922 50.1713839283473),6266,28082,1,1,2808201,Praskačka-MŠ
POINT (15.7444011776891 50.1714566471699),6267,28082,2,2,2808202,Praskačka-MŠ
POINT (15.7240240564359 50.1416871566552),6268,28083,1,1,2808301,"Praskačka,Krásnice"
POINT (15.7289213642943 50.153386182412),6269,28084,1,1,2808401,"Praskačka,Sedlice"
POINT (15.7291735692674 50.1533027224373),6270,28084,2,2,2808402,"Praskačka,Sedlice"
POINT (15.7551088674677 50.1832575971963),6271,28086,1,1,2808601,"Praskačka,Vlčkovice"
POINT (15.7553582493027 50.1831936557476),6272,28086,2,2,2808602,"Praskačka,Vlčkovice"
POINT (15.6251320667882 50.1313197650174),6273,28144,1,1,2814401,Pravy
POINT (15.6249147025452 50.1313159966329),6274,28144,2,2,2814402,Pravy
POINT (15.8137655638388 50.2525674391224),6275,58230,1,1,5823001,Předměřice n.L.-Cukrovar
POINT (15.8135686066281 50.2526561049029),6276,58230,2,2,5823002,Předměřice n.L.-Cukrovar
POINT (15.8012748829398 50.2530122894926),6277,28564,1,1,2856401,Předměřice n.L.-odb.
POINT (15.8012005191282 50.2529376824887),6278,28564,2,2,2856402,Předměřice n.L.-odb.
POINT (15.5666443525831 50.0403641697073),6279,55476,4,4,5547604,Přelouč-aut.nádr.
POINT (15.5667031414044 50.0401090077839),6280,55476,1,1,5547601,Přelouč-aut.nádr.
POINT (15.5503265889257 50.0361778344509),6281,56468,1,1,5646801,Přelouč-Čáslavská
POINT (15.5503265889257 50.0361778344509),6282,56468,2,2,5646802,Přelouč-Čáslavská
POINT (15.5528000069909 50.0374000046391),6283,28616,1,1,2861601,Přelouč-Havlíčkova
POINT (15.5528000069909 50.0374000046391),6284,28616,2,2,2861602,Přelouč-Havlíčkova
POINT (15.5781000068485 50.0341000045702),6285,28623,1,1,2862301,Přelouč-Chrudimská
POINT (15.5781000068485 50.0341000045702),6286,28623,2,2,2862302,Přelouč-Chrudimská
POINT (15.5821230865981 50.0369272809771),6287,28626,1,1,2862601,Přelouč-Jaselská
POINT (15.5823711474084 50.036973114461),6288,28626,2,2,2862602,Přelouč-Jaselská
POINT (15.5576973778055 50.0333130056829),6289,56470,1,1,5647001,Přelouč-Kladenská-MŠ
POINT (15.5576973778055 50.0333130056829),6290,56470,2,2,5647002,Přelouč-Kladenská-MŠ
POINT (15.558115947895 50.0370882012674),6291,56471,1,1,5647101,Přelouč-Kladenská-ZŠ
POINT (15.558115947895 50.0370882012674),6292,56471,2,2,5647102,Přelouč-Kladenská-ZŠ
POINT (15.549364753271 50.0332355503143),6293,56472,1,1,5647201,Přelouč-Lipiny
POINT (15.549364753271 50.0332355503143),6294,56472,2,2,5647202,Přelouč-Lipiny
POINT (15.5606000068489 50.0393000046406),6295,28620,1,1,2862001,Přelouč-Masarykovo nám.
POINT (15.5606000068489 50.0393000046406),6296,28620,2,2,2862002,Přelouč-Masarykovo nám.
POINT (15.56260000698 50.0333000044978),6297,28619,1,1,2861901,Přelouč-nám.17.listopadu
POINT (15.56260000698 50.0333000044978),6298,28619,2,2,2861902,Přelouč-nám.17.listopadu
POINT (15.5731311914806 50.0360515746333),6299,28615,1,1,2861501,Přelouč-Pardubická
POINT (15.557676478357 50.038237516856),6300,56467,1,1,5646701,Přelouč-Pardubická-CENTRUM
POINT (15.557676478357 50.038237516856),6301,56467,2,2,5646702,Přelouč-Pardubická-CENTRUM
POINT (15.5651399939489 50.0385754854444),6302,28614,1,1,2861401,Přelouč-Pernštýnské náměstí
POINT (15.5651399939489 50.0385754854444),6303,28614,2,2,2861402,Přelouč-Pernštýnské náměstí
POINT (15.5526000060473 50.038300005087),6304,28621,1,1,2862101,Přelouč-Pražská
POINT (15.5526000060473 50.038300005087),6305,28621,2,2,2862102,Přelouč-Pražská
POINT (15.5658000063852 50.0355000051657),6306,28622,1,1,2862201,Přelouč-Račanská
POINT (15.5658000063852 50.0355000051657),6307,28622,2,2,2862202,Přelouč-Račanská
POINT (15.5740695292372 50.039407675855),6308,28628,1,1,2862801,Přelouč-žel.st.
POINT (15.5738841725754 50.0394786679026),6309,28628,2,2,2862802,Přelouč-žel.st.
POINT (15.5494000071039 50.0363000045687),6310,28629,1,1,2862901,Přelouč-Žižkova
POINT (15.5494000071039 50.0363000045687),6311,28629,2,2,2862902,Přelouč-Žižkova
POINT (15.6002000072998 50.0243000049539),6312,28630,1,1,2863001,"Přelouč,Klenovka"
POINT (15.6002000072998 50.0243000049539),6313,28630,2,2,2863002,"Přelouč,Klenovka"
POINT (15.5276000072094 50.0334000050542),6314,28632,1,1,2863201,"Přelouč,Lhota"
POINT (15.5276000072094 50.0334000050542),6315,28632,2,2,2863202,"Přelouč,Lhota"
POINT (15.5990000065382 50.0447000049205),6316,28633,1,1,2863301,"Přelouč,Lohenice"
POINT (15.5990000065382 50.0447000049205),6317,28633,2,2,2863302,"Přelouč,Lohenice"
POINT (15.619900006793 50.0357000046473),6318,28634,1,1,2863401,"Přelouč,Mělice"
POINT (15.619900006793 50.0357000046473),6319,28634,2,2,2863402,"Přelouč,Mělice"
POINT (15.5271000069489 50.0260000049408),6320,28637,1,1,2863701,"Přelouč,Škudly"
POINT (15.5271000069489 50.0260000049408),6321,28637,2,2,2863702,"Přelouč,Škudly"
POINT (15.5854000068128 50.0160000049243),6322,28638,1,1,2863801,"Přelouč,Štěpánov"
POINT (15.5854000068128 50.0160000049243),6323,28638,2,2,2863802,"Přelouč,Štěpánov"
POINT (15.5976000074307 50.0034000044967),6324,28639,1,1,2863901,"Přelouč,Štěpánov,Horecký dvůr"
POINT (15.5976000074307 50.0034000044967),6325,28639,2,2,2863902,"Přelouč,Štěpánov,Horecký dvůr"
POINT (15.5705000066785 49.9948000044509),6326,28640,1,1,2864001,"Přelouč,Tupesy"
POINT (15.5705000066785 49.9948000044509),6327,28640,2,2,2864002,"Přelouč,Tupesy"
POINT (15.6139000064184 50.0721000049087),6328,28641,1,1,2864101,Přelovice
POINT (15.6139000064184 50.0721000049087),6329,28641,2,2,2864102,Přelovice
POINT (15.6178000065967 50.0616000046652),6330,28642,1,1,2864201,Přelovice-háj.
POINT (15.6178000065967 50.0616000046652),6331,28642,2,2,2864202,Přelovice-háj.
POINT (15.603700006194 50.0596000043659),6332,28643,1,1,2864301,Přelovice-odb.
POINT (15.603700006194 50.0596000043659),6333,28643,2,2,2864302,Přelovice-odb.
POINT (15.5202128833485 50.1063310392296),6334,28655,1,1,2865501,Přepychy
POINT (15.5199689163089 50.1062530022601),6335,28655,2,2,2865502,Přepychy
POINT (15.5114832008964 50.0955791790528),6336,28656,1,1,2865601,Přepychy-odb.
POINT (15.5114938928385 50.0954841549048),6337,28656,2,2,2865602,Přepychy-odb.
POINT (15.4071059338927 50.1504725902249),6338,28768,1,1,2876801,Převýšov
POINT (15.4069883659463 50.1505088912342),6339,28768,2,2,2876802,Převýšov
POINT (15.4138959749251 50.1518830686329),6340,28769,1,1,2876901,Převýšov-bytové jednotky
POINT (15.4138640970586 50.1519550912794),6341,28769,2,2,2876902,Převýšov-bytové jednotky
POINT (15.6216836800523 50.2939428975615),6342,28968,1,1,2896801,Pšánky
POINT (15.6216217068525 50.2938800047728),6343,28968,2,2,2896802,Pšánky
POINT (15.6158025536117 50.297132039101),6344,53463,1,1,5346301,Pšánky-Mlýn
POINT (15.6156889471978 50.2971534772839),6345,53463,2,2,5346302,Pšánky-Mlýn
POINT (15.6268763451751 50.1853161283733),6346,1695,1,1,169501,Puchlovice
POINT (15.6262577405588 50.1848916904571),6347,1695,2,2,169502,Puchlovice
POINT (15.8027000075618 50.0714000044167),6348,29124,1,1,2912401,Ráby-křiž.
POINT (15.8027000075618 50.0714000044167),6349,29124,2,2,2912402,Ráby-křiž.
POINT (15.8049000069158 50.0822000049462),6350,29125,1,1,2912501,Ráby-Kunětická hora
POINT (15.8049000069158 50.0822000049462),6351,29125,2,2,2912502,Ráby-Kunětická hora
POINT (15.8044000065337 50.078400004992),6352,29122,1,1,2912201,Ráby-Perníková chaloupka
POINT (15.8044000065337 50.078400004992),6353,29122,2,2,2912202,Ráby-Perníková chaloupka
POINT (15.8033000070225 50.0744000046842),6354,29123,1,1,2912301,Ráby-prodejna
POINT (15.8033000070225 50.0744000046842),6355,29123,2,2,2912302,Ráby-prodejna
POINT (15.7948638923983 50.3129292468778),6356,29147,1,1,2914701,Račice n.Trotinou-odb.
POINT (15.7949877585223 50.3130574090096),6357,29147,2,2,2914702,Račice n.Trotinou-odb.
POINT (15.7955576297834 50.3160787801476),6358,29148,1,1,2914801,Račice n.Trotinou-škola
POINT (15.7956864431769 50.316126319968),6359,29148,2,2,2914802,Račice n.Trotinou-škola
POINT (15.7946006929757 50.3127075056187),6360,52148,1,1,5214801,Račice n.Trotinou-u váhy
POINT (15.7954037261488 50.3124943104107),6361,52148,2,2,5214802,Račice n.Trotinou-u váhy
POINT (15.6931349360905 50.2095987256549),6362,29212,1,1,2921201,Radíkovice
POINT (15.6931989093837 50.2094641644058),6363,29212,2,2,2921202,Radíkovice
POINT (15.6930710334857 50.2090153033107),6364,54783,1,1,5478301,Radíkovice-ZD
POINT (15.6932139048245 50.2090023829414),6365,54783,2,2,5478302,Radíkovice-ZD
POINT (15.6666047903438 50.2089866476283),6366,29306,1,1,2930601,Radostov
POINT (15.6680973172064 50.1999245404482),6367,29308,1,1,2930801,Radostov-odb.
POINT (15.6680347281811 50.1998836654807),6368,29308,2,2,2930802,Radostov-odb.
POINT (15.6058000068921 50.1075000050392),6369,29887,1,1,2988701,Rohovládova Bělá
POINT (15.6058000068921 50.1075000050392),6370,29887,2,2,2988702,Rohovládova Bělá
POINT (15.6082000067183 50.1041000045369),6371,29888,1,1,2988801,Rohovládova Bělá-odb.k Vlčí Habřině
POINT (15.6082000067183 50.1041000045369),6372,29888,2,2,2988802,Rohovládova Bělá-odb.k Vlčí Habřině
POINT (15.6650638450323 50.1266805978131),6373,29909,3,3,2990903,Rohoznice
POINT (15.6643884730722 50.1267689370291),6374,29909,1,1,2990901,Rohoznice
POINT (15.8905744222419 50.1050085126706),6375,29993,1,1,2999301,Rokytno
POINT (15.8905323980149 50.1051892839285),6376,29993,2,2,2999302,Rokytno
POINT (15.8973900066577 50.1101420048574),6377,29994,1,1,2999401,Rokytno-odb.
POINT (15.8973900066577 50.1101420048574),6378,29994,2,2,2999402,Rokytno-odb.
POINT (15.8578000075147 50.1049000044408),6379,29995,1,1,2999501,"Rokytno,Bohumileč"
POINT (15.8578000075147 50.1049000044408),6380,29995,2,2,2999502,"Rokytno,Bohumileč"
POINT (15.8580270066775 50.0991440048212),6381,59453,1,1,5945301,"Rokytno,Bohumileč,hřiště"
POINT (15.8579370070671 50.0991370043823),6382,59453,2,2,5945302,"Rokytno,Bohumileč,hřiště"
POINT (15.8678000068676 50.0947000046867),6383,29997,1,1,2999701,"Rokytno,Bohumileč,na kanále"
POINT (15.8678000068676 50.0947000046867),6384,29997,2,2,2999702,"Rokytno,Bohumileč,na kanále"
POINT (15.8578000064778 50.0980000045822),6385,29996,1,1,2999601,"Rokytno,Bohumileč,odb."
POINT (15.8578000064778 50.0980000045822),6386,29996,2,2,2999602,"Rokytno,Bohumileč,odb."
POINT (15.6403573123572 50.1765962214732),6387,30090,1,1,3009001,Roudnice-dol.zast.
POINT (15.6404115735023 50.1764398464946),6388,30090,2,2,3009002,Roudnice-dol.zast.
POINT (15.6694916873739 50.1764037401456),6389,30091,1,1,3009101,Roudnice-hor.zast.
POINT (15.6694305673337 50.1763294769649),6390,30091,2,2,3009102,Roudnice-hor.zast.
POINT (15.6389024877208 50.170675139897),6391,30092,1,1,3009201,Roudnice-odb.
POINT (15.6398629307221 50.1706513775024),6392,30092,2,2,3009202,Roudnice-odb.
POINT (15.6554827166312 50.177203842859),6393,30093,1,1,3009301,Roudnice-střed
POINT (15.6555683193224 50.1770916667489),6394,30093,2,2,3009302,Roudnice-střed
POINT (15.6500511731236 50.1722200469938),6395,30094,1,1,3009401,Roudnice-u hřbitova
POINT (15.6510170033011 50.172199854423),6396,30094,2,2,3009402,Roudnice-u hřbitova
POINT (15.6744805586877 50.1756265756543),6397,30095,1,1,3009501,Roudnice-u kovárny
POINT (15.6745402891032 50.175484180191),6398,30095,2,2,3009502,Roudnice-u kovárny
POINT (15.6297328075195 50.1786350048407),6399,30096,1,1,3009601,Roudnice-u mlýna
POINT (15.6295442861254 50.1786462761784),6400,30096,2,2,3009602,Roudnice-u mlýna
POINT (15.7104270772629 50.0630596454317),6401,30621,1,1,3062101,Rybitví-Uma
POINT (15.7109174946546 50.0626854705433),6402,30621,2,2,3062102,Rybitví-Uma
POINT (15.7079441017529 50.065621228165),6403,51907,1,1,5190701,Rybitví-Uma točna
POINT (15.7085680577269 50.0655089654304),6404,51907,2,2,5190702,Rybitví-Uma točna
POINT (15.7171000070345 50.0542000046256),6405,51909,1,1,5190901,Rybitví-zadní brána
