Zřizovatel,Red IZO:,IČO:,Název organizace,Místo:,Ulice:,Č.p.:,Č.o.:,Městská část:,    IZO:,"Druh školy, školského zařízení:",Místo školy-zařízení:,Ulice školy-zařízení:,Č.p. školy-zařízení:,Č.o. školy-zařízení:,Městská část školy-zařízení:
2,600102009,60152885,"Základní škola a mateřská škola, Mladé Buky",Mladé Buky,,160,,Mladé Buky,    060152885,Základní škola,Mladé Buky,,160,,Mladé Buky
2,600102009,60152885,"Základní škola a mateřská škola, Mladé Buky",Mladé Buky,,160,,Mladé Buky,    117900061,Školní družina,Mladé Buky,,160,,Mladé Buky
2,600102009,60152885,"Základní škola a mateřská škola, Mladé Buky",Mladé Buky,,160,,Mladé Buky,    102906572,Školní jídelna,Mladé Buky,,160,,Mladé Buky
2,600102009,60152885,"Základní škola a mateřská škola, Mladé Buky",Mladé Buky,,160,,Mladé Buky,    102918937,Školní jídelna - výdejna,Mladé Buky,,348,,Mladé Buky
2,600102025,60154691,"Základní škola Podharť, Dvůr Králové nad Labem, Máchova 884",Dvůr Králové nad Labem,Máchova,884,,Dvůr Králové nad Labem,    060154691,Základní škola,Dvůr Králové nad Labem,Máchova,884,,Dvůr Králové nad Labem
2,600102025,60154691,"Základní škola Podharť, Dvůr Králové nad Labem, Máchova 884",Dvůr Králové nad Labem,Máchova,884,,Dvůr Králové nad Labem,    117900214,Školní družina,Dvůr Králové nad Labem,Máchova,884,,Dvůr Králové nad Labem
2,600102025,60154691,"Základní škola Podharť, Dvůr Králové nad Labem, Máchova 884",Dvůr Králové nad Labem,Máchova,884,,Dvůr Králové nad Labem,    168102684,Školní klub,Dvůr Králové nad Labem,Máchova,884,,Dvůr Králové nad Labem
2,600102025,60154691,"Základní škola Podharť, Dvůr Králové nad Labem, Máchova 884",Dvůr Králové nad Labem,Máchova,884,,Dvůr Králové nad Labem,    102906521,Školní jídelna - výdejna,Dvůr Králové nad Labem,Máchova,884,,Dvůr Králové nad Labem
2,600102041,60154721,"Základní škola Schulzovy sady, Dvůr Králové nad Labem, Školní 1235",Dvůr Králové nad Labem,Školní,1235,,Dvůr Králové nad Labem,    060154721,Základní škola,Dvůr Králové nad Labem,Školní,1235,,Dvůr Králové nad Labem
2,600102041,60154721,"Základní škola Schulzovy sady, Dvůr Králové nad Labem, Školní 1235",Dvůr Králové nad Labem,Školní,1235,,Dvůr Králové nad Labem,    117900206,Školní družina,Dvůr Králové nad Labem,Školní,1235,,Dvůr Králové nad Labem
2,600102041,60154721,"Základní škola Schulzovy sady, Dvůr Králové nad Labem, Školní 1235",Dvůr Králové nad Labem,Školní,1235,,Dvůr Králové nad Labem,    150077645,Školní klub,Dvůr Králové nad Labem,Legionářská,407,,Dvůr Králové nad Labem
2,600102041,60154721,"Základní škola Schulzovy sady, Dvůr Králové nad Labem, Školní 1235",Dvůr Králové nad Labem,Školní,1235,,Dvůr Králové nad Labem,    102906785,Školní jídelna,Dvůr Králové nad Labem,Školní,2433,,Dvůr Králové nad Labem
2,600102050,60154730,"Základní škola Strž, Dvůr Králové nad Labem, E. Krásnohorské 2919",Dvůr Králové nad Labem,Elišky Krásnohorské,2919,,Dvůr Králové nad Labem,    060154730,Základní škola,Dvůr Králové nad Labem,Elišky Krásnohorské,2919,,Dvůr Králové nad Labem
2,600102050,60154730,"Základní škola Strž, Dvůr Králové nad Labem, E. Krásnohorské 2919",Dvůr Králové nad Labem,Elišky Krásnohorské,2919,,Dvůr Králové nad Labem,    117900052,Školní družina,Dvůr Králové nad Labem,Elišky Krásnohorské,2919,,Dvůr Králové nad Labem
2,600102050,60154730,"Základní škola Strž, Dvůr Králové nad Labem, E. Krásnohorské 2919",Dvůr Králové nad Labem,Elišky Krásnohorské,2919,,Dvůr Králové nad Labem,    117900044,Školní jídelna,Dvůr Králové nad Labem,Elišky Krásnohorské,2919,,Dvůr Králové nad Labem
2,600102106,71009761,"Základní škola a mateřská škola, Dolní Lánov",Dolní Lánov,,222,,Dolní Lánov,    107587980,Mateřská škola,Dolní Lánov,,222,,Dolní Lánov
2,600102106,71009761,"Základní škola a mateřská škola, Dolní Lánov",Dolní Lánov,,222,,Dolní Lánov,    102578028,Základní škola,Dolní Lánov,,222,,Dolní Lánov
2,600102106,71009761,"Základní škola a mateřská škola, Dolní Lánov",Dolní Lánov,,222,,Dolní Lánov,    117900460,Školní družina,Dolní Lánov,,222,,Dolní Lánov
2,600102106,71009761,"Základní škola a mateřská škola, Dolní Lánov",Dolní Lánov,,222,,Dolní Lánov,    102906971,Školní jídelna,Dolní Lánov,,222,,Dolní Lánov
2,600102165,75016168,"Základní škola a Mateřská škola pplk. Jaromíra Brože, Chvaleč, okres Trutnov",Chvaleč,,66,,Chvaleč,    150009453,Mateřská škola,Chvaleč,,136,,Chvaleč
2,600102165,75016168,"Základní škola a Mateřská škola pplk. Jaromíra Brože, Chvaleč, okres Trutnov",Chvaleč,,66,,Chvaleč,    102578095,Základní škola,Chvaleč,,66,,Chvaleč
2,600102165,75016168,"Základní škola a Mateřská škola pplk. Jaromíra Brože, Chvaleč, okres Trutnov",Chvaleč,,66,,Chvaleč,    117900541,Školní družina,Chvaleč,,66,,Chvaleč
2,600102165,75016168,"Základní škola a Mateřská škola pplk. Jaromíra Brože, Chvaleč, okres Trutnov",Chvaleč,,66,,Chvaleč,    150009470,Školní jídelna,Chvaleč,,136,,Chvaleč
2,600102220,75015188,"Základní škola a Mateřská škola, Velké Svatoňovice, okres Trutnov",Velké Svatoňovice,,198,,Velké Svatoňovice,    107588579,Mateřská škola,Velké Svatoňovice,,326,,Velké Svatoňovice
2,600102220,75015188,"Základní škola a Mateřská škola, Velké Svatoňovice, okres Trutnov",Velké Svatoňovice,,198,,Velké Svatoňovice,    102578231,Základní škola,Velké Svatoňovice,,198,,Velké Svatoňovice
2,600102220,75015188,"Základní škola a Mateřská škola, Velké Svatoňovice, okres Trutnov",Velké Svatoňovice,,198,,Velké Svatoňovice,    117900613,Školní družina,Velké Svatoňovice,,198,,Velké Svatoňovice
2,600102220,75015188,"Základní škola a Mateřská škola, Velké Svatoňovice, okres Trutnov",Velké Svatoňovice,,198,,Velké Svatoňovice,    102918490,Školní jídelna,Velké Svatoňovice,,326,,Velké Svatoňovice
2,600102238,70998906,Základní škola a mateřská škola J. A. Komenského Vlčice,Vlčice,,193,,Vlčice,    107588587,Mateřská škola,Vlčice,,77,,Vlčice
2,600102238,70998906,Základní škola a mateřská škola J. A. Komenského Vlčice,Vlčice,,193,,Vlčice,    102578249,Základní škola,Vlčice,,193,,Vlčice
2,600102238,70998906,Základní škola a mateřská škola J. A. Komenského Vlčice,Vlčice,,193,,Vlčice,    117900621,Školní družina,Vlčice,,193,,Vlčice
2,600102238,70998906,Základní škola a mateřská škola J. A. Komenského Vlčice,Vlčice,,193,,Vlčice,    102918503,Školní jídelna,Vlčice,,77,,Vlčice
2,600102319,64202313,"Základní škola 5. května, Dvůr Králové nad Labem, 28. října 731",Dvůr Králové nad Labem,28. října,731,,Dvůr Králové nad Labem,    102578460,Základní škola,Dvůr Králové nad Labem,28. října,731,,Dvůr Králové nad Labem
2,600102319,64202313,"Základní škola 5. května, Dvůr Králové nad Labem, 28. října 731",Dvůr Králové nad Labem,28. října,731,,Dvůr Králové nad Labem,    117900192,Školní družina,Dvůr Králové nad Labem,5. května,1181,,Dvůr Králové nad Labem
2,600102319,64202313,"Základní škola 5. května, Dvůr Králové nad Labem, 28. října 731",Dvůr Králové nad Labem,28. října,731,,Dvůr Králové nad Labem,    102906513,Školní jídelna - výdejna,Dvůr Králové nad Labem,28. října,731,,Dvůr Králové nad Labem
2,600102343,75017032,"Základní škola a mateřská škola, Svoboda nad Úpou, okres Trutnov",Svoboda nad Úpou,Kostelní,560,,Svoboda nad Úpou,    107588358,Mateřská škola,Svoboda nad Úpou,5. května,402,,Svoboda nad Úpou
2,600102343,75017032,"Základní škola a mateřská škola, Svoboda nad Úpou, okres Trutnov",Svoboda nad Úpou,Kostelní,560,,Svoboda nad Úpou,    102578737,Základní škola,Svoboda nad Úpou,Kostelní,560,,Svoboda nad Úpou
2,600102343,75017032,"Základní škola a mateřská škola, Svoboda nad Úpou, okres Trutnov",Svoboda nad Úpou,Kostelní,560,,Svoboda nad Úpou,    117900117,Školní družina,Svoboda nad Úpou,Kostelní,560,,Svoboda nad Úpou
2,600102343,75017032,"Základní škola a mateřská škola, Svoboda nad Úpou, okres Trutnov",Svoboda nad Úpou,Kostelní,560,,Svoboda nad Úpou,    102906629,Školní jídelna,Svoboda nad Úpou,Kostelní,169,,Svoboda nad Úpou
2,600102343,75017032,"Základní škola a mateřská škola, Svoboda nad Úpou, okres Trutnov",Svoboda nad Úpou,Kostelní,560,,Svoboda nad Úpou,    168102650,Školní jídelna - výdejna,Svoboda nad Úpou,5. května,402,,Svoboda nad Úpou
2,600102378,64201171,"Základní škola, Trutnov 3, Náchodská 18",Trutnov,Náchodská,18,,Poříčí,    102578869,Základní škola,Trutnov,Náchodská,18,,Poříčí
2,600102378,64201171,"Základní škola, Trutnov 3, Náchodská 18",Trutnov,Náchodská,18,,Poříčí,    117900290,Školní družina,Trutnov,Pionýrů,388,,Poříčí
2,600102378,64201171,"Základní škola, Trutnov 3, Náchodská 18",Trutnov,Náchodská,18,,Poříčí,    181081997,Školní klub,Trutnov,Pionýrů,388,,Poříčí
2,600102378,64201171,"Základní škola, Trutnov 3, Náchodská 18",Trutnov,Náchodská,18,,Poříčí,    102906700,Školní jídelna,Trutnov,Náchodská,18,,Poříčí
2,600102386,70883548,Základní škola Úpice - Lány,Úpice,Palackého,793,,Úpice,    102578923,Základní škola,Úpice,Palackého,793,,Úpice
2,600102386,70883548,Základní škola Úpice - Lány,Úpice,Palackého,793,,Úpice,    117900346,Školní družina,Úpice,Palackého,793,,Úpice
2,600102386,70883548,Základní škola Úpice - Lány,Úpice,Palackého,793,,Úpice,    150007990,Školní jídelna,Úpice,Palackého,793,,Úpice
2,600102408,70947163,"Základní škola, Vrchlabí, nám. Míru 283",Vrchlabí,Nám. Míru,283,,Vrchlabí,    102578974,Základní škola,Vrchlabí,Nám. Míru,283,,Vrchlabí
2,600102408,70947163,"Základní škola, Vrchlabí, nám. Míru 283",Vrchlabí,Nám. Míru,283,,Vrchlabí,    168102218,Stanice zájmových činností,Vrchlabí,Nám. Míru,283,,Vrchlabí
2,600102408,70947163,"Základní škola, Vrchlabí, nám. Míru 283",Vrchlabí,Nám. Míru,283,,Vrchlabí,    117900362,Školní družina,Vrchlabí,Krkonošská,226,,Vrchlabí
2,600102408,70947163,"Základní škola, Vrchlabí, nám. Míru 283",Vrchlabí,Nám. Míru,283,,Vrchlabí,    150009437,Školní klub,Vrchlabí,Krkonošská,226,,Vrchlabí
2,600102408,70947163,"Základní škola, Vrchlabí, nám. Míru 283",Vrchlabí,Nám. Míru,283,,Vrchlabí,    150009429,Školní jídelna,Vrchlabí,Krkonošská,272,,Vrchlabí
2,600102432,64201121,"Základní škola, Trutnov, V Domcích 488",Trutnov,V Domcích,488,,Horní Předměstí,    102718881,Základní škola,Trutnov,V Domcích,488,,Horní Předměstí
2,600102432,64201121,"Základní škola, Trutnov, V Domcích 488",Trutnov,V Domcích,488,,Horní Předměstí,    117900281,Školní družina,Trutnov,V Domcích,488,,Horní Předměstí
2,600102432,64201121,"Základní škola, Trutnov, V Domcích 488",Trutnov,V Domcích,488,,Horní Předměstí,    117900273,Školní jídelna,Trutnov,V Domcích,488,,Horní Předměstí
2,600102491,75017881,"Základní škola Dukelských bojovníků a mateřská škola, Dubenec",Dubenec,,156,,Dubenec,    107588005,Mateřská škola,Dubenec,,239,,Dubenec
2,600102491,75017881,"Základní škola Dukelských bojovníků a mateřská škola, Dubenec",Dubenec,,156,,Dubenec,    102578532,Základní škola,Dubenec,,156,,Dubenec
2,600102491,75017881,"Základní škola Dukelských bojovníků a mateřská škola, Dubenec",Dubenec,,156,,Dubenec,    117900222,Školní družina,Dubenec,,156,,Dubenec
2,600102491,75017881,"Základní škola Dukelských bojovníků a mateřská škola, Dubenec",Dubenec,,156,,Dubenec,    181096846,Školní klub,Dubenec,,156,,Dubenec
2,600102491,75017881,"Základní škola Dukelských bojovníků a mateřská škola, Dubenec",Dubenec,,156,,Dubenec,    102906530,Školní jídelna,Dubenec,,156,,Dubenec
2,600102505,68247630,"Základní škola, Vrchlabí, Školní 1336",Vrchlabí,Školní,1336,,Vrchlabí,    117900729,Základní škola,Vrchlabí,Školní,1336,,Vrchlabí
2,600102505,68247630,"Základní škola, Vrchlabí, Školní 1336",Vrchlabí,Školní,1336,,Vrchlabí,    117900737,Školní družina,Vrchlabí,Školní,1336,,Vrchlabí
2,600102505,68247630,"Základní škola, Vrchlabí, Školní 1336",Vrchlabí,Školní,1336,,Vrchlabí,    047463392,Školní jídelna,Vrchlabí,Školní,1336,,Vrchlabí
2,600102513,67440665,Základní umělecká škola Karla Halíře Vrchlabí,Vrchlabí,Al. Jiráska,748,,Vrchlabí,    102590541,Základní umělecká škola,Vrchlabí,Al. Jiráska,748,,Vrchlabí
2,600102521,67439560,"Základní umělecká škola R. A. Dvorského, Dvůr Králové nad Labem, náměstí T. G. Masaryka 83",Dvůr Králové nad Labem,náměstí T. G. Masaryka,83,,Dvůr Králové nad Labem,    102590559,Základní umělecká škola,Dvůr Králové nad Labem,náměstí T. G. Masaryka,83,,Dvůr Králové nad Labem
2,600102530,67440843,"Základní umělecká škola, Žacléř, Okres Trutnov",Žacléř,Hudební,308,,Žacléř,    102590583,Základní umělecká škola,Žacléř,Hudební,308,,Žacléř
2,600102548,65715519,"Základní umělecká škola A. M. Buxton, Úpice",Úpice,Tyršova,351,,Úpice,    102590591,Základní umělecká škola,Úpice,Tyršova,351,,Úpice
2,600102556,67440703,"Základní umělecká škola, Hostinné",Hostinné,Labská fortna,230,,Hostinné,    103378502,Základní umělecká škola,Hostinné,Labská fortna,230,,Hostinné
2,600102556,67440703,"Základní umělecká škola, Hostinné",Hostinné,Labská fortna,230,,Hostinné,    117900770,Dům dětí a mládeže,Hostinné,Horská,166,,Hostinné
2,600102556,67440703,"Základní umělecká škola, Hostinné",Hostinné,Labská fortna,230,,Hostinné,    181092131,Školní klub,Hostinné,Školní,321,,Hostinné
2,600102564,68247117,Základní umělecká škola Trutnov,Trutnov,Krakonošovo náměstí,73,,Vnitřní Město,    102590575,Základní umělecká škola,Trutnov,Krakonošovo náměstí,73,,Vnitřní Město
2,600102572,70886598,"Základní škola pro žáky se speciálními vzdělávacími potřebami, Trutnov",Trutnov,Mentzlova,1,,Voletiny,    108026485,Základní škola,Trutnov,Mentzlova,1,,Voletiny
2,600102572,70886598,"Základní škola pro žáky se speciálními vzdělávacími potřebami, Trutnov",Trutnov,Mentzlova,1,,Voletiny,    117900401,Školní družina,Trutnov,Mentzlova,1,,Voletiny
2,600102572,70886598,"Základní škola pro žáky se speciálními vzdělávacími potřebami, Trutnov",Trutnov,Mentzlova,1,,Voletiny,    168100428,Školní jídelna - výdejna,Trutnov,Mentzlova,1,,Voletiny
2,600102581,70885737,"Dům dětí a mládeže Pelíšek, Vrchlabí",Vrchlabí,Husova,212,,Vrchlabí,    102730059,Dům dětí a mládeže,Vrchlabí,Husova,212,,Vrchlabí
2,650030991,75016079,"Základní škola a Mateřská škola, Černý Důl, okres Trutnov",Černý Důl,,140,,Čistá v Krkonoších,    107587939,Mateřská škola,Černý Důl,,76,,Čistá v Krkonoších
2,650030991,75016079,"Základní škola a Mateřská škola, Černý Důl, okres Trutnov",Černý Důl,,140,,Čistá v Krkonoších,    102578001,Základní škola,Černý Důl,,140,,Čistá v Krkonoších
2,650030991,75016079,"Základní škola a Mateřská škola, Černý Důl, okres Trutnov",Černý Důl,,140,,Čistá v Krkonoších,    117900435,Školní družina,Černý Důl,,140,,Čistá v Krkonoších
2,650030991,75016079,"Základní škola a Mateřská škola, Černý Důl, okres Trutnov",Černý Důl,,140,,Čistá v Krkonoších,    102906921,Školní jídelna,Černý Důl,,76,,Čistá v Krkonoších
2,650031172,75015366,"Základní škola a Mateřská škola, Bílá Třemešná, okres Trutnov",Bílá Třemešná,,313,,Bílá Třemešná,    107587874,Mateřská škola,Bílá Třemešná,,365,,Bílá Třemešná
2,650031172,75015366,"Základní škola a Mateřská škola, Bílá Třemešná, okres Trutnov",Bílá Třemešná,,313,,Bílá Třemešná,    102578435,Základní škola,Bílá Třemešná,,313,,Bílá Třemešná
2,650031172,75015366,"Základní škola a Mateřská škola, Bílá Třemešná, okres Trutnov",Bílá Třemešná,,313,,Bílá Třemešná,    117900168,Školní družina,Bílá Třemešná,,313,,Bílá Třemešná
2,650031172,75015366,"Základní škola a Mateřská škola, Bílá Třemešná, okres Trutnov",Bílá Třemešná,,313,,Bílá Třemešná,    181079496,Školní klub,Bílá Třemešná,,313,,Bílá Třemešná
2,650031172,75015366,"Základní škola a Mateřská škola, Bílá Třemešná, okres Trutnov",Bílá Třemešná,,313,,Bílá Třemešná,    102906505,Školní jídelna,Bílá Třemešná,,410,,Bílá Třemešná
2,650031172,75015366,"Základní škola a Mateřská škola, Bílá Třemešná, okres Trutnov",Bílá Třemešná,,313,,Bílá Třemešná,    168100380,Školní jídelna - výdejna,Bílá Třemešná,,365,,Bílá Třemešná
2,650033213,70983976,"Základní škola a Mateřská škola, Pec pod Sněžkou, okres Trutnov",Pec pod Sněžkou,,144,,Pec pod Sněžkou,    107588242,Mateřská škola,Pec pod Sněžkou,,144,,Pec pod Sněžkou
